,cases,deaths,recovered,hospitalized,transmission_rate,mutation_count,severity_level,case_fatality_rate,hospitalized_rate,recovery_rate,variant_prevalence,mutation_transmission_ratio,mutation_transmission_interaction,variant_Beta,variant_Delta,variant_Epsilon,variant_Gamma,variant_Lambda,variant_Mu,variant_Omicron,variant_Theta,variant_Zeta
697,9864,383,34628,6578,1.34,11,Moderate,3.8828061638280618,66.68694241686943,351.0543390105434,0.2406223395302205,8.208955223880597,14.74,0,0,0,0,0,0,1,0,0
922,51913,4749,47064,4643,0.76,2,Critical,9.147997611388284,8.94380983568663,90.65937241153468,1.037568979059946,2.6315789473684212,1.52,0,1,0,0,0,0,0,0,0
4,85545,3512,4181,272,0.73,15,Severe,4.105441580454731,0.3179613069144895,4.887486118417208,1.6386854273751743,20.547945205479454,10.95,0,0,0,0,0,1,0,0,0
204,11340,3832,89087,3506,2.66,18,Mild,33.79188712522046,30.91710758377425,785.5996472663139,0.2172271055752467,6.7669172932330826,47.88,0,0,0,1,0,0,0,0,0
834,94330,365,32133,4714,0.55,7,Severe,0.3869394678257182,4.997349729672427,34.064454574366586,1.857861483850904,12.727272727272727,3.8500000000000005,0,0,0,0,0,0,1,0,0
399,36736,2434,54760,525,0.52,7,Mild,6.6256533101045285,1.4291158536585367,149.0635888501742,0.7254259873354556,13.461538461538462,3.64,0,0,1,0,0,0,0,0,0
170,53430,2675,94270,9091,2.07,8,Mild,5.0065506269885836,17.014785700917088,176.43645891821075,1.064034229122834,3.8647342995169085,16.56,0,0,0,1,0,0,0,0,0
218,86810,3109,22850,1699,2.38,8,Critical,3.581384633106785,1.9571477940329454,26.321852321161153,1.6629175515861696,3.361344537815126,19.04,1,0,0,0,0,0,0,0,0
807,79723,2950,48337,5811,1.96,15,Severe,3.7003123314476376,7.288988121370245,60.631185479723534,1.5861053486863297,7.653061224489796,29.4,0,0,0,0,0,0,0,0,1
392,16815,4776,31467,1043,0.77,4,Critical,28.40321141837645,6.2027951234017245,187.1364852809991,0.33453785530098756,5.194805194805195,3.08,0,0,0,0,0,0,0,0,0
522,31878,1717,55518,388,2.36,10,Critical,5.386159733985821,1.2171403475751301,174.15772633163937,0.6806499034368785,4.237288135593221,23.599999999999998,0,1,0,0,0,0,0,0,0
455,39858,369,7616,9417,0.94,8,Critical,0.9257865422248984,23.626373626373624,19.107832806462945,0.7937540015792235,8.51063829787234,7.52,0,0,0,0,0,0,0,1,0
378,23477,2438,2916,7925,2.3,17,Critical,10.384631767261574,33.75644247561443,12.420667035822294,0.5012741634665787,7.391304347826088,39.099999999999994,0,0,0,0,0,0,0,1,0
389,99339,2369,69547,1524,1.17,13,Critical,2.3847632853159384,1.5341406698275601,70.00976454363341,2.121057806559887,11.111111111111112,15.209999999999999,0,0,0,0,0,1,0,0,0
37,52856,3294,85288,8999,0.84,7,Mild,6.232026638413803,17.025503254124413,161.35916452247616,1.1303298841334881,8.333333333333334,5.88,0,0,0,0,0,1,0,0,0
386,98038,4664,6128,7247,2.72,4,Moderate,4.757338991003488,7.392031661192598,6.250637507905098,2.391538211969156,1.4705882352941175,10.88,0,0,0,0,0,0,1,0,0
847,78456,298,20861,9319,1.46,7,Severe,0.379830733149791,11.877995309472826,26.58942592026104,1.6777879784618008,4.794520547945206,10.219999999999999,0,1,0,0,0,0,0,0,0
924,54231,3475,78439,310,1.25,16,Critical,6.407774151315667,0.5716287732108941,144.63867529641718,1.3229105935790135,12.8,20.0,0,0,0,0,0,0,0,1,0
654,15172,4390,82434,4294,2.88,5,Mild,28.93488004218297,28.302135512786712,543.3298180859479,0.30185003512498265,1.7361111111111112,14.399999999999999,0,0,0,0,0,0,0,0,0
891,62591,3262,23432,8844,2.83,5,Critical,5.211611893083671,14.129826971928871,37.436692176191464,1.336425061359485,1.7667844522968197,14.15,0,1,0,0,0,0,0,0,0
998,55935,649,79129,2950,1.15,10,Moderate,1.160275319567355,5.273978725306159,141.46598730669527,1.1179554416758437,8.695652173913045,11.5,1,0,0,0,0,0,0,0,0
147,58910,2401,16329,3253,1.35,3,Critical,4.075708708198947,5.521982685452385,27.718553726022748,1.1774158410498607,2.222222222222222,4.050000000000001,0,0,0,0,0,0,0,0,1
658,21926,1348,25145,508,1.04,13,Severe,6.147952202864179,2.316884064580863,114.68120040135,0.468889303759476,12.5,13.52,0,0,0,0,0,0,0,0,0
187,52242,4135,43441,8541,2.63,7,Critical,7.915087477508519,16.3489146663604,83.15340147773821,1.0441445996966021,2.661596958174905,18.41,0,0,0,0,0,0,0,1,0
717,66734,634,59272,1926,0.93,6,Severe,0.9500404591362723,2.8860850540953638,88.81829352354123,1.3177966528431047,6.451612903225806,5.58,0,0,0,0,0,0,0,0,0
965,50224,464,76036,287,0.54,3,Moderate,0.9238611022618668,0.571439949028353,151.3937559732399,1.0001881924661278,5.555555555555555,1.62,0,1,0,0,0,0,0,0,0
932,92489,1141,34804,407,0.58,5,Moderate,1.2336602190530765,0.44005233054741644,37.63042091491961,1.8216023617076884,8.620689655172415,2.9,0,0,0,0,1,0,0,0,0
620,78505,114,24866,2669,3.0,6,Moderate,0.14521368065728296,3.3997834532832303,31.67441564231578,1.6762162202557294,2.0,18.0,0,1,0,0,0,0,0,0,0
183,14047,4066,82112,3148,1.51,2,Mild,28.945682352103653,22.4104791058589,584.5518616074606,0.29992751093474596,1.3245033112582782,3.02,0,0,0,0,0,0,0,0,0
746,58494,3792,31881,9235,2.69,6,Severe,6.482716176018053,15.787944062638903,54.50302595137963,1.1648814935113427,2.2304832713754648,16.14,0,0,0,0,0,0,0,1,0
213,81868,383,52315,3009,1.14,3,Critical,0.46782625690135343,3.67542873894562,63.901646552987735,1.5682494426132538,2.6315789473684212,3.42,0,1,0,0,0,0,0,0,0
110,74763,1461,8313,5486,2.38,11,Critical,1.9541751936118135,7.337854286211094,11.119136471249147,1.398601529420524,4.621848739495799,26.18,0,0,0,0,0,0,0,0,0
108,1189,4105,72441,9326,1.79,19,Moderate,345.24810765349037,784.3566021867115,6092.59882253995,0.02224278344209038,10.614525139664805,34.01,0,0,0,0,1,0,0,0,0
899,74183,4383,81895,8062,1.57,4,Mild,5.9083617540406825,10.867719019182292,110.3959128102126,1.3877513911560897,2.5477707006369426,6.28,0,0,0,0,0,1,0,0,0
840,58372,2378,30614,9543,1.0,7,Mild,4.073871034057425,16.34859179058453,52.44637840060303,1.1613228480302853,7.0,7.0,0,0,0,0,0,1,0,0,0
494,17538,1551,28857,2191,1.25,5,Critical,8.843653780362642,12.492872619454898,164.5398563120082,0.34632297925438865,4.0,6.25,0,0,0,0,0,0,1,0,0
453,79103,2704,14769,1615,2.44,14,Severe,3.418328002730617,2.041641909914921,18.67059403562444,1.5737703222048185,5.737704918032787,34.16,0,0,0,0,0,0,0,0,0
456,54412,1818,12356,8526,2.67,10,Critical,3.3411747408659855,15.669337646107476,22.70822612658972,1.0835903139627856,3.7453183520599254,26.7,1,0,0,0,0,0,0,0,0
133,55367,2003,53822,181,1.25,2,Moderate,3.617678400491267,0.32690953094803765,97.20952914190764,1.1821802874581107,1.6,2.5,0,0,0,0,1,0,0,0,0
766,25335,803,48949,6947,0.52,6,Mild,3.16952832050523,27.420564436550226,193.20702585356227,0.48531293824945987,11.538461538461538,3.12,0,0,0,0,0,0,0,0,1
322,96138,992,28870,4540,2.03,17,Mild,1.0318500488880566,4.72237824793526,30.02974890261915,1.8984375971922918,8.374384236453203,34.51,1,0,0,0,0,0,0,0,0
795,54338,383,34202,9961,2.32,3,Moderate,0.704847436416504,18.33155434502558,62.94306010526704,1.1620225753754634,1.293103448275862,6.959999999999999,0,0,0,0,0,1,0,0,0
7,84842,3764,60981,7843,0.75,8,Severe,4.436481931119022,9.244242238513943,71.87595766247848,1.689589969441128,10.666666666666666,6.0,0,0,0,0,0,1,0,0,0
212,14949,4307,91506,5841,1.96,10,Critical,28.811291725199013,39.0728476821192,612.1212121212121,0.31968558797320107,5.1020408163265305,19.6,0,0,0,0,0,1,0,0,0
328,5582,999,6639,9572,2.37,18,Mild,17.896811178788965,171.4797563597277,118.93586528126119,0.1044232272277111,7.594936708860759,42.660000000000004,0,0,0,0,0,0,0,0,0
333,5563,3663,93376,7267,2.71,14,Mild,65.84576667265864,130.63095452094194,1678.51878482833,0.1357037788733391,5.166051660516605,37.94,0,0,0,0,0,1,0,0,0
88,13330,2468,33087,7847,2.67,15,Mild,18.51462865716429,58.86721680420105,248.2145536384096,0.2632275808792907,5.617977528089888,40.05,0,0,1,0,0,0,0,0,0
99,18158,2503,82022,451,0.74,13,Critical,13.784557770679589,2.4837537173697544,451.71274369423946,0.33968415621654935,17.56756756756757,9.62,0,0,1,0,0,0,0,0,0
229,29265,4964,90660,1829,1.69,7,Mild,16.962241585511702,6.249786434307193,309.7898513582778,0.5827992085959149,4.1420118343195265,11.83,0,0,0,0,0,0,0,0,1
504,70288,2366,55928,7100,2.56,2,Severe,3.366150694286365,10.101297518779877,79.5697700887776,1.4048243869582857,0.78125,5.12,0,0,0,0,0,0,0,0,1
835,85816,3575,67758,4833,2.22,9,Severe,4.165889810757901,5.631816910599422,78.95730399925421,1.6901753535264408,4.0540540540540535,19.98,0,0,0,0,1,0,0,0,0
31,63470,3644,23956,4643,2.44,1,Severe,5.7412951000472665,7.315267055301717,37.74381597605168,1.2158204930212442,0.4098360655737705,2.44,0,0,0,1,0,0,0,0,0
649,48556,2607,16574,3030,2.88,14,Moderate,5.369058406788039,6.240217480846858,34.133783672460666,0.9660315255423583,4.861111111111112,40.32,0,0,0,0,0,0,0,0,0
297,40683,4287,32004,4096,1.68,11,Mild,10.53757097559177,10.068087407516654,78.66676498783276,0.8093965844311672,6.5476190476190474,18.48,0,0,0,0,1,0,0,0,0
256,92591,2832,51307,504,1.44,3,Moderate,3.05861260813686,0.5443293624650344,55.412513095225236,1.9800661098419066,2.0833333333333335,4.32,0,0,0,0,0,0,0,0,1
443,90586,4396,70071,6242,1.17,5,Severe,4.852847018303049,6.89068951052039,77.35301260680458,1.7352499634602554,4.273504273504273,5.85,0,1,0,0,0,0,0,0,0
500,42459,1361,3608,5004,2.41,14,Mild,3.205445253067665,11.785487175863775,8.49760945853647,0.9065723775025541,5.809128630705394,33.74,0,0,0,0,0,0,0,0,1
695,68999,1255,20373,2183,0.68,8,Severe,1.8188669401005813,3.1638139683183817,29.526514877027203,1.3625236198867352,11.76470588235294,5.44,0,0,0,0,0,1,0,0,0
728,74185,2666,66756,6691,0.83,10,Severe,3.5937184066859875,9.019343533059244,89.98584619532251,1.5864522940525736,12.048192771084338,8.299999999999999,1,0,0,0,0,0,0,0,0
131,8279,115,20912,5616,2.17,19,Mild,1.3890566493537866,67.83427950235536,252.5908926198816,0.20195786181779152,8.755760368663594,41.23,0,0,0,0,0,1,0,0,0
815,71374,1363,69395,3575,2.53,7,Mild,1.9096589794603078,5.008826743632135,97.22728164317539,1.5239571556529192,2.766798418972332,17.709999999999997,1,0,0,0,0,0,0,0,0
513,18793,690,27927,3193,0.76,14,Moderate,3.671579843558772,16.990368754323416,148.60320332038526,0.3738905688178091,18.42105263157895,10.64,0,1,0,0,0,0,0,0,0
866,38442,3486,53420,8936,2.67,1,Moderate,9.06820664897768,23.245408667603144,138.9625929972426,0.7191396813127321,0.37453183520599254,2.67,0,0,0,0,0,0,0,1,0
